,count_spelling_errors,text_length,num_sentences,num_words,avg_word_length,num_unique_words,function_word_frequency,content_word_frequency,spelling_errors,quote_frequency,uppercase_frequency,punctuation_frequency,adverb_frequency,past_tense_verb_frequency,present_tense_verb_frequency,pronoun_frequency,coordinating_conjunction_frequency,negative_word_proportion,named_entity_frequency,adjective_frequency,proper_noun_frequency,modal_frequency,determiner_frequency,interrogative_adverb_frequency,interrogative_pronoun_frequency,preposition_frequency,negation_adverb_frequency,degree_adverb_frequency,manner_adverb_frequency,demonstrative_pronoun_frequency,possessive_pronoun_frequency,reflexive_pronoun_frequency,reciprocal_pronoun_frequency,indefinite_pronoun_frequency,possessive_adjective_frequency,demonstrative_adjective_frequency,indefinite_adjective_frequency,interrogative_adjective_frequency,exclamatory_adjective_frequency,auxiliary_verb_frequency,modal_verb_frequency,modifier_adverb_frequency,linking_adverb_frequency,place_adverb_frequency,subordinating_conjunction_frequency,correlative_conjunction_frequency,interjection_frequency,onomatopoeia_frequency,palindrome_frequency
7408,7.0,1193.0,13.0,228.0,4.412280701754386,92.0,80.0,148.0,7.0,3.0,31.0,34.0,3.0,13.0,31.0,28.0,11.0,0.0,1.0,17.0,8.0,2.0,16.0,2.0,0.0,20.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,1.0,16.0,5.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,7.0
7409,5.0,833.0,7.0,172.0,3.9302325581395348,97.0,93.0,79.0,5.0,0.0,16.0,13.0,7.0,8.0,25.0,21.0,7.0,0.018,6.0,6.0,7.0,2.0,18.0,1.0,1.0,26.0,1.0,3.0,0.0,9.0,9.0,0.0,0.0,4.0,9.0,9.0,2.0,1.0,1.0,5.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0
7410,13.0,715.0,8.0,158.0,3.7531645569620253,84.0,64.0,94.0,13.0,3.0,14.0,29.0,9.0,3.0,21.0,27.0,10.0,0.0,1.0,7.0,1.0,2.0,7.0,1.0,1.0,11.0,2.0,1.0,3.0,2.0,8.0,1.0,0.0,3.0,8.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
7411,9.0,636.0,8.0,125.0,4.184,76.0,54.0,71.0,9.0,0.0,23.0,8.0,5.0,8.0,14.0,16.0,6.0,0.0,0.0,6.0,9.0,0.0,6.0,3.0,3.0,11.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,2.0,6.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
7412,10.0,719.0,5.0,145.0,4.041379310344827,85.0,62.0,83.0,10.0,1.0,25.0,15.0,3.0,4.0,14.0,11.0,9.0,0.0,1.0,6.0,7.0,1.0,19.0,0.0,0.0,25.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,2.0,4.0,5.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0
7413,7.0,425.0,5.0,90.0,3.911111111111111,45.0,36.0,54.0,7.0,1.0,33.0,7.0,1.0,7.0,3.0,4.0,2.0,0.0,6.0,6.0,14.0,0.0,11.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
7414,8.0,1319.0,14.0,265.0,4.166037735849057,126.0,100.0,165.0,8.0,4.0,56.0,31.0,8.0,5.0,25.0,16.0,18.0,0.007,3.0,19.0,14.0,1.0,29.0,1.0,1.0,27.0,0.0,4.0,1.0,9.0,12.0,1.0,0.0,5.0,12.0,9.0,3.0,1.0,3.0,4.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0
7415,3.0,372.0,5.0,79.0,3.8227848101265822,60.0,33.0,46.0,3.0,0.0,10.0,7.0,2.0,1.0,12.0,9.0,2.0,0.0,1.0,4.0,3.0,2.0,7.0,0.0,0.0,11.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
7416,11.0,731.0,9.0,159.0,3.7672955974842766,90.0,58.0,101.0,11.0,0.0,32.0,22.0,5.0,4.0,12.0,10.0,8.0,0.066,7.0,14.0,15.0,2.0,19.0,2.0,0.0,15.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,6.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
7417,4.0,394.0,1.0,78.0,4.064102564102564,48.0,44.0,34.0,4.0,0.0,2.0,0.0,2.0,10.0,5.0,10.0,2.0,0.0,0.0,4.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0
7418,6.0,619.0,7.0,136.0,3.786764705882353,74.0,45.0,91.0,6.0,3.0,38.0,17.0,3.0,9.0,12.0,11.0,4.0,0.0,2.0,8.0,12.0,4.0,12.0,1.0,0.0,15.0,1.0,0.0,0.0,6.0,5.0,0.0,0.0,3.0,5.0,6.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
7419,5.0,358.0,4.0,79.0,3.7721518987341773,51.0,34.0,45.0,5.0,3.0,15.0,10.0,1.0,3.0,12.0,5.0,0.0,0.0,3.0,5.0,6.0,1.0,9.0,0.0,0.0,9.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,5.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
7420,11.0,978.0,7.0,198.0,4.090909090909091,112.0,83.0,115.0,11.0,2.0,20.0,25.0,14.0,10.0,20.0,16.0,7.0,0.0,2.0,10.0,12.0,1.0,20.0,1.0,1.0,21.0,0.0,4.0,2.0,2.0,6.0,0.0,0.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0
7421,3.0,257.0,3.0,56.0,3.857142857142857,33.0,25.0,31.0,3.0,2.0,3.0,10.0,3.0,8.0,5.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
7422,11.0,1188.0,10.0,229.0,4.301310043668122,132.0,98.0,131.0,11.0,1.0,22.0,24.0,16.0,9.0,15.0,19.0,10.0,0.029,8.0,6.0,8.0,3.0,20.0,2.0,2.0,32.0,4.0,2.0,8.0,4.0,9.0,0.0,0.0,3.0,9.0,4.0,1.0,0.0,0.0,6.0,3.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,7.0
7423,4.0,429.0,5.0,92.0,3.760869565217391,57.0,43.0,49.0,4.0,0.0,18.0,5.0,6.0,1.0,12.0,6.0,10.0,0.027,4.0,12.0,5.0,0.0,9.0,3.0,0.0,8.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
7424,7.0,268.0,4.0,50.0,4.5,39.0,17.0,33.0,7.0,0.0,12.0,5.0,1.0,3.0,3.0,3.0,2.0,0.0,2.0,5.0,5.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
7425,15.0,819.0,10.0,172.0,3.9244186046511627,100.0,71.0,101.0,15.0,2.0,37.0,21.0,3.0,8.0,20.0,20.0,1.0,0.0,6.0,9.0,9.0,0.0,19.0,1.0,4.0,21.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,2.0,1.0,9.0,1.0,6.0,4.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0
7426,8.0,868.0,7.0,187.0,3.802139037433155,102.0,72.0,115.0,8.0,0.0,12.0,25.0,10.0,1.0,23.0,18.0,12.0,0.079,4.0,4.0,7.0,3.0,14.0,3.0,1.0,20.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,4.0,4.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0
7427,6.0,726.0,8.0,144.0,4.166666666666667,75.0,62.0,82.0,6.0,1.0,18.0,14.0,5.0,12.0,11.0,26.0,14.0,0.0,0.0,7.0,2.0,1.0,12.0,3.0,1.0,11.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,1.0,10.0,6.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
7428,10.0,303.0,3.0,60.0,4.2,48.0,20.0,40.0,10.0,0.0,18.0,5.0,4.0,4.0,4.0,2.0,4.0,0.0,4.0,5.0,7.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7429,2.0,475.0,4.0,92.0,4.282608695652174,59.0,38.0,54.0,2.0,0.0,4.0,11.0,6.0,3.0,12.0,6.0,4.0,0.0,0.0,3.0,0.0,1.0,11.0,1.0,0.0,9.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0
7430,2.0,586.0,4.0,113.0,4.230088495575221,63.0,61.0,52.0,2.0,0.0,4.0,4.0,5.0,0.0,19.0,14.0,7.0,0.018,1.0,2.0,0.0,2.0,12.0,0.0,2.0,14.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,3.0,1.0,1.0,2.0,2.0,7.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0
7431,9.0,938.0,6.0,192.0,4.010416666666667,102.0,86.0,106.0,9.0,2.0,18.0,18.0,7.0,6.0,15.0,14.0,14.0,0.0,1.0,9.0,3.0,3.0,28.0,7.0,0.0,17.0,2.0,0.0,0.0,5.0,7.0,0.0,0.0,1.0,7.0,5.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
7432,3.0,454.0,5.0,89.0,4.168539325842697,54.0,41.0,48.0,3.0,0.0,6.0,5.0,3.0,11.0,9.0,14.0,4.0,0.0,4.0,3.0,2.0,0.0,3.0,4.0,2.0,8.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0
7433,6.0,471.0,8.0,100.0,3.93,62.0,36.0,64.0,6.0,3.0,14.0,14.0,4.0,5.0,7.0,8.0,1.0,0.0,2.0,5.0,4.0,1.0,12.0,0.0,0.0,10.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7434,3.0,279.0,2.0,64.0,3.53125,46.0,28.0,36.0,3.0,0.0,11.0,9.0,0.0,1.0,6.0,8.0,3.0,0.062,0.0,5.0,3.0,0.0,2.0,3.0,0.0,9.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7435,5.0,240.0,4.0,54.0,3.6666666666666665,32.0,8.0,46.0,5.0,1.0,32.0,5.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
7436,8.0,931.0,7.0,182.0,4.258241758241758,106.0,71.0,111.0,8.0,1.0,24.0,22.0,6.0,6.0,15.0,14.0,8.0,0.074,7.0,12.0,10.0,1.0,20.0,2.0,2.0,23.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0
7437,7.0,835.0,7.0,174.0,3.8850574712643677,107.0,84.0,90.0,7.0,1.0,22.0,12.0,9.0,12.0,14.0,17.0,18.0,0.0,3.0,5.0,6.0,0.0,16.0,2.0,0.0,26.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,3.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,8.0
7438,9.0,590.0,5.0,122.0,3.942622950819672,77.0,48.0,74.0,9.0,0.0,21.0,8.0,3.0,2.0,13.0,7.0,8.0,0.035,3.0,4.0,10.0,1.0,15.0,1.0,0.0,20.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0
7439,15.0,598.0,3.0,127.0,3.905511811023622,88.0,51.0,76.0,15.0,2.0,43.0,18.0,3.0,4.0,9.0,12.0,5.0,0.0,1.0,8.0,13.0,0.0,9.0,2.0,1.0,17.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
7440,4.0,1144.0,11.0,230.0,4.143478260869565,124.0,88.0,142.0,4.0,2.0,41.0,29.0,7.0,14.0,18.0,23.0,11.0,0.01,9.0,15.0,9.0,2.0,16.0,7.0,1.0,23.0,2.0,0.0,2.0,6.0,8.0,0.0,0.0,5.0,8.0,6.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
7441,5.0,208.0,3.0,44.0,3.8181818181818183,32.0,20.0,24.0,5.0,0.0,4.0,3.0,0.0,5.0,3.0,6.0,4.0,0.086,1.0,3.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7442,6.0,579.0,4.0,121.0,3.9173553719008263,68.0,56.0,65.0,6.0,0.0,10.0,15.0,3.0,6.0,13.0,13.0,8.0,0.0,8.0,6.0,8.0,3.0,10.0,1.0,1.0,13.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0
7443,9.0,731.0,8.0,167.0,3.586826347305389,94.0,67.0,100.0,9.0,2.0,27.0,30.0,10.0,7.0,20.0,27.0,9.0,0.0,0.0,7.0,5.0,3.0,9.0,2.0,1.0,15.0,1.0,3.0,0.0,3.0,7.0,0.0,0.0,6.0,7.0,3.0,1.0,1.0,1.0,5.0,2.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,9.0
7444,7.0,270.0,3.0,61.0,3.6065573770491803,44.0,22.0,39.0,7.0,0.0,22.0,5.0,2.0,1.0,7.0,7.0,3.0,0.0,1.0,4.0,10.0,1.0,5.0,0.0,1.0,7.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
7445,4.0,552.0,7.0,115.0,3.9565217391304346,73.0,48.0,67.0,4.0,1.0,19.0,14.0,8.0,3.0,14.0,15.0,6.0,0.0,1.0,10.0,2.0,2.0,10.0,2.0,1.0,12.0,2.0,1.0,0.0,6.0,3.0,0.0,0.0,3.0,3.0,6.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
7446,10.0,526.0,4.0,110.0,3.9363636363636365,77.0,44.0,66.0,10.0,1.0,30.0,9.0,4.0,5.0,9.0,13.0,3.0,0.0,3.0,6.0,8.0,1.0,11.0,1.0,0.0,14.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
7447,5.0,209.0,4.0,48.0,3.5416666666666665,34.0,19.0,29.0,5.0,0.0,5.0,8.0,0.0,2.0,8.0,6.0,3.0,0.0,1.0,4.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7448,4.0,735.0,9.0,142.0,4.274647887323944,81.0,60.0,82.0,4.0,0.0,27.0,13.0,5.0,12.0,15.0,17.0,5.0,0.009,0.0,7.0,2.0,2.0,17.0,0.0,1.0,12.0,2.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
7449,4.0,481.0,5.0,98.0,4.061224489795919,69.0,44.0,54.0,4.0,2.0,5.0,10.0,3.0,5.0,8.0,13.0,6.0,0.028,0.0,6.0,0.0,2.0,8.0,0.0,0.0,9.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,2.0,8.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
7450,6.0,477.0,7.0,100.0,3.9,66.0,43.0,57.0,6.0,0.0,8.0,12.0,2.0,6.0,9.0,5.0,3.0,0.036,0.0,4.0,2.0,1.0,16.0,0.0,0.0,15.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0
7451,1.0,434.0,6.0,86.0,4.127906976744186,48.0,38.0,48.0,1.0,0.0,6.0,6.0,5.0,3.0,9.0,7.0,3.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,0.0,10.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
7452,9.0,1679.0,12.0,322.0,4.363354037267081,149.0,130.0,192.0,9.0,3.0,24.0,42.0,10.0,4.0,36.0,38.0,19.0,0.017,2.0,14.0,8.0,1.0,27.0,2.0,2.0,37.0,3.0,0.0,2.0,3.0,22.0,0.0,0.0,0.0,22.0,3.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
7453,11.0,722.0,9.0,152.0,3.960526315789474,96.0,51.0,101.0,11.0,3.0,24.0,25.0,9.0,3.0,15.0,14.0,11.0,0.01,9.0,15.0,11.0,2.0,9.0,4.0,0.0,11.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
7454,5.0,260.0,3.0,51.0,4.196078431372549,39.0,18.0,33.0,5.0,0.0,6.0,3.0,1.0,3.0,5.0,4.0,1.0,0.0,1.0,4.0,1.0,0.0,7.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
7455,10.0,746.0,8.0,152.0,4.072368421052632,97.0,56.0,96.0,10.0,1.0,17.0,28.0,8.0,8.0,9.0,16.0,4.0,0.0,7.0,10.0,10.0,4.0,15.0,0.0,0.0,13.0,1.0,1.0,3.0,0.0,6.0,0.0,0.0,3.0,6.0,0.0,3.0,1.0,0.0,5.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,7.0
7456,4.0,910.0,13.0,180.0,4.1722222222222225,92.0,70.0,110.0,4.0,0.0,25.0,18.0,5.0,10.0,15.0,11.0,8.0,0.0,5.0,18.0,3.0,3.0,21.0,12.0,0.0,11.0,1.0,2.0,1.0,8.0,3.0,0.0,0.0,3.0,3.0,8.0,3.0,0.0,0.0,5.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0
7457,8.0,753.0,7.0,150.0,4.166666666666667,78.0,59.0,91.0,8.0,2.0,41.0,13.0,4.0,4.0,21.0,18.0,10.0,0.0,0.0,7.0,6.0,3.0,14.0,4.0,0.0,13.0,1.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0
7458,11.0,962.0,8.0,190.0,4.242105263157895,115.0,72.0,118.0,11.0,3.0,16.0,28.0,8.0,6.0,23.0,19.0,4.0,0.006,7.0,14.0,6.0,0.0,17.0,1.0,0.0,26.0,0.0,1.0,2.0,4.0,5.0,0.0,0.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0
7459,13.0,1139.0,11.0,230.0,4.21304347826087,130.0,76.0,154.0,13.0,8.0,55.0,38.0,13.0,11.0,19.0,21.0,8.0,0.011,5.0,15.0,21.0,1.0,12.0,1.0,2.0,21.0,1.0,1.0,6.0,2.0,12.0,0.0,0.0,2.0,12.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,6.0
7460,5.0,405.0,4.0,84.0,4.059523809523809,54.0,30.0,54.0,5.0,2.0,16.0,12.0,3.0,4.0,7.0,5.0,3.0,0.0,2.0,6.0,4.0,0.0,7.0,1.0,1.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7461,1.0,179.0,2.0,33.0,4.484848484848484,28.0,16.0,17.0,1.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
7462,16.0,962.0,9.0,209.0,3.751196172248804,112.0,80.0,129.0,16.0,1.0,52.0,18.0,4.0,4.0,26.0,9.0,15.0,0.023,4.0,8.0,19.0,3.0,21.0,2.0,2.0,20.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0
7463,10.0,843.0,11.0,172.0,4.122093023255814,101.0,56.0,116.0,10.0,2.0,39.0,28.0,5.0,12.0,11.0,13.0,5.0,0.0,5.0,5.0,13.0,0.0,12.0,1.0,0.0,21.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,5.0,5.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0
7464,9.0,1261.0,10.0,255.0,4.172549019607843,140.0,81.0,174.0,9.0,6.0,40.0,48.0,10.0,11.0,17.0,21.0,14.0,0.013,4.0,17.0,14.0,2.0,23.0,2.0,0.0,22.0,1.0,1.0,1.0,4.0,11.0,0.0,0.0,4.0,11.0,4.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0
7465,12.0,752.0,8.0,156.0,4.006410256410256,89.0,64.0,92.0,12.0,3.0,22.0,17.0,7.0,6.0,18.0,16.0,9.0,0.0,0.0,10.0,4.0,2.0,13.0,7.0,1.0,15.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,6.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
7466,3.0,207.0,4.0,44.0,3.8636363636363638,32.0,16.0,28.0,3.0,0.0,2.0,7.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7467,2.0,400.0,6.0,87.0,3.7126436781609193,55.0,43.0,44.0,2.0,0.0,17.0,7.0,1.0,8.0,9.0,15.0,1.0,0.0,3.0,4.0,2.0,0.0,7.0,1.0,2.0,10.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
7468,7.0,947.0,12.0,197.0,3.979695431472081,104.0,76.0,121.0,7.0,3.0,16.0,27.0,10.0,8.0,17.0,26.0,6.0,0.0,2.0,9.0,4.0,7.0,18.0,1.0,3.0,18.0,1.0,1.0,0.0,4.0,9.0,0.0,0.0,5.0,9.0,4.0,2.0,2.0,2.0,12.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0
7469,12.0,650.0,10.0,143.0,3.7412587412587412,82.0,55.0,88.0,12.0,1.0,30.0,21.0,9.0,5.0,17.0,16.0,7.0,0.024,3.0,11.0,9.0,3.0,10.0,2.0,0.0,12.0,0.0,1.0,2.0,4.0,3.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0
7470,2.0,196.0,3.0,42.0,3.7857142857142856,31.0,18.0,24.0,2.0,0.0,7.0,3.0,2.0,0.0,9.0,2.0,3.0,0.0,1.0,6.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7471,15.0,997.0,6.0,215.0,3.925581395348837,104.0,78.0,137.0,15.0,7.0,58.0,43.0,3.0,13.0,17.0,14.0,11.0,0.0,3.0,13.0,22.0,2.0,10.0,0.0,1.0,26.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,4.0,9.0,9.0,2.0,2.0,1.0,5.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0
7472,7.0,630.0,7.0,134.0,3.843283582089552,82.0,53.0,81.0,7.0,0.0,41.0,10.0,6.0,5.0,14.0,13.0,5.0,0.0,1.0,6.0,14.0,0.0,8.0,1.0,2.0,16.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0
7473,7.0,573.0,12.0,126.0,3.761904761904762,76.0,42.0,84.0,7.0,3.0,15.0,20.0,3.0,5.0,17.0,20.0,2.0,0.062,1.0,6.0,1.0,1.0,12.0,2.0,0.0,10.0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,3.0,6.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
